Restaurants_Name,Rating,Num_of_ratings,Cuisines,Cost,address,links
Thakkar'S- Hotel Jalaram Kathiyawadi,4.2,1K+ ratings,"Pastas, Desserts",₹ 200 for two person,"Singanpore Causeway Road, Nr. D-mart, Ved Road, Surat",https://www.swiggy.com/restaurants/thakkars-hotel-jalaram-kathiyawadi-nr-d-mart-singanpor-surat-121328
RBG (Restro Bar Grill),--,Too Few Ratings,"Indian, Salads",₹ 1500 for two person,"Park Inn by Radisson Surat, Beside Sumerru Business Corner, Pal, Adajan, Surat,Gujarat, 395009, India",https://www.swiggy.com/restaurants/rbg-restro-bar-grill-beside-sumerru-business-corner-adajan-surat-612058
Ministry Of Eggs,3.9,1K+ ratings,"Chinese, Indian",₹ 300 for two person,"G 22-23 Safal Square, UM road, Vesu, Surat",https://www.swiggy.com/restaurants/ministry-of-eggs-safal-square-vesu-piplod-surat-69992
Bapa Sitaram Dry Fruits Chikki,--,Too Few Ratings,Snacks,₹ 300 for two person,32 PLOT  5556 GRFL SHOP2 AMRUT FLATS NEW TRIVENI SOCIETY OPP TARAN KUND SINGAPORE RD SURAT 395004,https://www.swiggy.com/restaurants/bapa-sitaram-dry-fruits-chikki-katargam-adajan-surat-380596
Quicker By Wok On Fire,4.0,500+ ratings,"Chinese, Thai",₹ 400 for two person,"Shop No-1, White House, VIP Road, Vesu, Surat, Gujarat 395007",https://www.swiggy.com/restaurants/quicker-by-wok-on-fire-vesu-piplod-surat-378295
Pavilion Garden Of Spices,4.0,20+ ratings,"Indian, Asian",₹ 500 for two person,"Pavilion Restaurant Beside C.B. Health Club, Varachha Road , Surat City, Surat Municipal Corporation, Gujarat - 395007",https://www.swiggy.com/restaurants/pavilion-garden-of-spices-vesu-vip-road-surat-surat-199952
Status Cafe & Restaurant,--,Too Few Ratings,"Continental, Chinese",₹ 400 for two person,"SHOP NO 101-102, WESTERNBUSINESS PARK VESU-395007",https://www.swiggy.com/restaurants/status-cafe-and-restaurant-vesu-surat-454885
Cheezylicious Cafe,--,Too Few Ratings,"Cafe, Fast Food",₹ 150 for two person,"Shop no G10 ground floor, aagam square B/S Dream heritage, Canal road, Vesu",https://www.swiggy.com/restaurants/cheezylicious-cafe-dream-heritage-vesu-surat-664656
Zoomen Chaiwala,--,Too Few Ratings,Beverages,₹ 50 for two person,"TP 10, Gauravpath, Main Road, Pal Gam, Surat, Gujarat 394510, India",https://www.swiggy.com/restaurants/zoomen-chaiwala-gauravpath-adajan-surat-646983
J D Icecream & Fats Food,--,Too Few Ratings,"Fast Food, Beverages",₹ 1 for two person,"GauravPath Road, Opp. Shree Bharti Residency, TP 10 Main Rd, Pal Gam, Surat, Gujarat 394510, India",https://www.swiggy.com/restaurants/j-d-icecream-and-fats-food-pal-gam-adajan-surat-650434
Happy Egg Point,3.3,100+ ratings,"Thalis, Snacks",₹ 150 for two person,"G-18 BLU TRIO NEIGHBOURHOOD CENTER GREEN CITY ROAD, ADAJAN",https://www.swiggy.com/restaurants/happy-egg-point-green-city-road-adajan-surat-415212
Foodgasmic,--,Too Few Ratings,"Fast Food, Pizzas",₹ 200 for two person,"Shop 31, Ground Floor, Safal Square, Udhna Magdalla Road, Vesu, Surat",https://www.swiggy.com/restaurants/foodgasmic-piplod-surat-535351
Ifruit,4.2,20+ ratings,Desserts,₹ 200 for two person,"GF-26, Bellisimo Hub, Opp Apex Hospital, Gaurav Path Road, Pal Surat",https://www.swiggy.com/restaurants/ifruit-gaurav-path-road-pal-pal-gam-surat-132945
Shree Ganesh Aloopuri,3.9,50+ ratings,"Indian, Snacks",₹ 200 for two person,Nr  Hari Om Nagar Soc  Opp Jin Jahangirpura  Rander Surat 395005,https://www.swiggy.com/restaurants/shree-ganesh-aloopuri-adajan-jahangirpura-surat-551989
Brown Burger Co.,4.2,100+ ratings,"American, Pizzas",₹ 300 for two person,"SHOP NO.  G-24,NIRVANA SHOPPERS,OPP.CNG PUMP,DANDI ROAD, JAHANGIRABAD,SURAT.",https://www.swiggy.com/restaurants/brown-burger-co-jahangirpura-dahin-nagar-surat-349757
Hello Shake,3.8,50+ ratings,"Beverages, Juices",₹ 300 for two person,"G-27, Nirvana shoppers, Ganga Nagar, Dahin Nagar, Surat, Gujarat 395005, India",https://www.swiggy.com/restaurants/hello-shake-adajan-dahin-nagar-surat-376188
Kumar Sandwich,4.5,100+ ratings,"Fast Food, Snacks",₹ 100 for two person,"shop no. 11, triveni apartment, opp.Jahangirpura jin, near corner iscon circle, surat",https://www.swiggy.com/restaurants/kumar-sandwich-jahangirpura-bhagvati-nagar-housing-society-surat-112302
Bro's kitchen,--,Too Few Ratings,"Pizzas, Fast Food",₹ 250 for two person,"SHOP NO.A/G F/5, BURHANI CENTENARY PARK, JIAV ROAD, BHESTAN, Pandesara , Surat City, Surat Municipal Corporation, Gujarat - 394221",https://www.swiggy.com/restaurants/bros-kitchen-sachin-bhestan-surat-503959
Shree Ganesh Live Egg Station,3.9,20+ ratings,Fast Food,₹ 300 for two person,"NEAR FIRE STATION OPP SHAVION SHOPPING CENTER PAL GAURAV PATH ROAD, ADAJAN-395009",https://www.swiggy.com/restaurants/shree-ganesh-live-egg-station-adajan-surat-546053
Greenees Cafe,--,Too Few Ratings,"Italian-American, Fast Food",₹ 500 for two person,"TP 44, BLOCK NO.126/1, FP NO.59, SUB PLOT-B, NR. GREEN ORION, B/H GANGA NAGAR SOC., JAHANGIRABAD, Adajan Dn , Surat City, Surat Municipal Corporation, Gujarat - 395005",https://www.swiggy.com/restaurants/greenees-cafe-adajan-surat-560465
Happy Eats,4.1,20+ ratings,"Fast Food, Snacks",₹ 200 for two person,"SHOP NO.7,SHUBHAM ARCED,NEAR : SARTHANA,SURAT, -395013",https://www.swiggy.com/restaurants/happy-eats-ved-road-sarthana-surat-473687
New Patel Chicken Biryani,--,Too Few Ratings,"Biryani, Snacks",₹ 250 for two person,"19 Ganganagar part 2,  Bhesan road, Ugat Morabhagar, Surat, Surat Municipal corporation (Gujarat) - 395005",https://www.swiggy.com/restaurants/new-patel-chicken-biryani-bhesan-road-adajan-surat-658985
Chicago Delights Pizza & Grillz,4.0,50+ ratings,"North Indian, Burgers",₹ 500 for two person,"103, Blue Point, Sarthana Jakat Naka - Kamrej Rd, opp. Dmart & Avadh Viceroy, Nana Varachha",https://www.swiggy.com/restaurants/chicago-delights-pizza-and-grillz-sarthana-d-mart-surat-381311
Capital Egg,4.0,20+ ratings,"Indian, Snacks",₹ 100 for two person,"70A, SHOP NO-104, FIRST FLOOR, BLUE  POINT, OPP. D-MART, SARTHANA  JAKATNAKA, Varachhali , Surat Municipal  Corporation, Surat Municipal Corporation,  Gujarat - 395006",https://www.swiggy.com/restaurants/capital-egg-sarthana-surat-538849
Spicy Villa,3.8,1K+ ratings,Indian,₹ 300 for two person,"136 Gopinathji Nagar-1, Opp Ambika PInnecle, Lajamni chowk, Mota varachha, Surat -394101",https://www.swiggy.com/restaurants/spicy-villa-lajamni-chowk-surat-73581
V Cafe - Meals By PVR,3.6,100+ ratings,"Pizzas, Snacks",₹ 400 for two person,"85/A, SHOP NO-301-A, 3RD FLOOR , RAHUL RAJ MALL, OPP. GOVERDHAN HAVELI, DUMAS ROAD, RUNDH, SURAT MUNICIPAL CORPORATION (Gujarat)-395007",https://www.swiggy.com/restaurants/v-cafe-meals-by-pvr-rahul-raj-mall-piplod-surat-351169
Navjivan Restaurant - Sarthana,4.2,5K+ ratings,"Chinese, North Indian",₹ 250 for two person,"BHURKHIYA ARCADE, OPP, EVERAST GAS POINT, SURAT -KAMREJ KM,JAKAT NAKA,, Kavita Society, Nana Varachha, Surat",https://www.swiggy.com/restaurants/navjivan-restaurant-sarthana-bhurkhiya-arcade-sarthana-jakat-naka-surat-70759
Patel Egg Point,3.1,20+ ratings,"Indian, Snacks",₹ 200 for two person,"PLOT NO.21 PAIKE G.F. SHOP. UPLI  COLONY, MOTA VARACHHA, Varachha  Road , Surat City, Surat Municipal  Corporation, Gujarat - 395006",https://www.swiggy.com/restaurants/patel-egg-point-mota-varachha-surat-527127
PVR Cafe,3.5,50+ ratings,"Snacks, Fast Food",₹ 400 for two person,"3rd Floor, Rahul Raj Mall, Dumas Rd, Surat, Gujarat 395007",https://www.swiggy.com/restaurants/pvr-cafe-rahul-raj-mall-piplod-surat-301186
The Garlic Knot,--,Too Few Ratings,"Italian-American, Burgers",₹ 500 for two person,"HOUSE NO.1, UNION HEIGHTS,NR. LALBHAI CONTRACTOR STADIUM,PIPLOD,SURAT,395007",https://www.swiggy.com/restaurants/the-garlic-knot-piplod-surat-565412
Tasty Bites,--,Too Few Ratings,Snacks,₹ 149 for two person,"RahulRaj Mall, Dumas Road, Piplod, Surat, Gujarat, India",https://www.swiggy.com/restaurants/tasty-bites-piplod-surat-322864
Huber & Holly,4.6,20+ ratings,"Desserts, North Indian",₹ 600 for two person,"HOUSE NO 2,UNION HEIGHTS BESIDE LALBHAI CONTRACTOR STADIUM VESU SURAT, Surat, Surat Municipal Corporation, Gujarat",https://www.swiggy.com/restaurants/huber-and-holly-vesu-surat-615392
Punjabi & Chinese,3.6,50+ ratings,"Chinese, North Indian",₹ 200 for two person,Shop no GF 64-65 AAGAM ARCADE OPP JOLLY RESIDENCY VESU MAIN ROAD SURAT 395007,https://www.swiggy.com/restaurants/punjabi-and-chinese-vesu-piplod-surat-458919
Hotel Radhakrishna,4.5,100+ ratings,"Chinese, North Indian",₹ 400 for two person,"GR FLOOR, ICON BUSINESS CENTER NEAR VALENTINE MULTPLEXX, OPPCENTRAL MALL, DUMAS ROAD, RUNDH, SURAT",https://www.swiggy.com/restaurants/hotel-radhakrishna-piplod-dumas-road-surat-483437
Jassi De Parathe,4.6,100+ ratings,"Thalis, North Indian",₹ 600 for two person,"122, 140 TO 146, 1st Floor, Prime Shoppers, Vesu Gam, Vesu, Surat, Surat, Gujarat, 394518",https://www.swiggy.com/restaurants/jassi-de-parathe-vesu-adajan-surat-637831
Let's Meet Cafe,4.2,1K+ ratings,"Fast Food, Beverages",₹ 250 for two person,"G30, Safal Square, Opposite Jolly Party Plot, Vesu, Surat",https://www.swiggy.com/restaurants/lets-meet-cafe-safal-square-vesu-piplod-surat-64647
Big Scoop Cafe,--,Too Few Ratings,"Beverages, Ice Cream",₹ 300 for two person,"1/19, opp lakeview app, dumas road, piplod, surat  395007",https://www.swiggy.com/restaurants/big-scoop-cafe-dumas-road-piplod-surat-637249
Magica Sandwich,--,Too Few Ratings,"Fast Food, North Indian",₹ 150 for two person,"Shop no 78, ground floor, aagam arcade opp Jolly residency vesu main road surat  395007",https://www.swiggy.com/restaurants/magica-sandwich-vesu-piplod-surat-608174
Meals101,4.0,1K+ ratings,"Asian, North Indian",₹ 250 for two person,"SAFAL SQUARE SHOP NO.11,FIRST FLOOR,UDHNA MAGDLLA ROAD, NR.VEBU CHARRASTA,RUNDH, Surat, Gujarat-395007",https://www.swiggy.com/restaurants/meals101-udhna-vesu-surat-310702
Kalp Thick Shake,--,Too Few Ratings,"Beverages, Desserts",₹ 250 for two person,"OPP. HAPPY HOMES, VESU CROSS  ROAD, VESU, Surat City, Surat  Municipal Corporation, , Gujarat,  395007",https://www.swiggy.com/restaurants/kalp-thick-shake-piplod-surat-584129
Pavan Omlet Center,--,Too Few Ratings,Snacks,₹ 200 for two person,"ON ROAD, MAGDALLAROAD, VESU CHAR RASTA, SURAT.395007",https://www.swiggy.com/restaurants/pavan-omlet-center-piplod-surat-361673
Gourmet Ice Cream Cakes by Baskin Robbins,3.9,20+ ratings,"Ice Cream Cakes, Desserts",₹ 200 for two person,"Safal Square, Shop no 8, Ground floor, Udhna magdlla, Road near Vesu Char Rasta, Vesu, Surat, Gujarat - 395007",https://www.swiggy.com/restaurants/gourmet-ice-cream-cakes-by-baskin-robbins-vesu-piplod-surat-395937
Lukmaa- The Multi Cuisine Restaurant-Vesu,3.9,1K+ ratings,"Chinese, North Indian",₹ 400 for two person,"UG-28, Safal Square, Udhna Magdalla Road, Vesu, Surat",https://www.swiggy.com/restaurants/lukmaa-the-multi-cuisine-restaurant-vesu-vesu-safal-square-vesu-surat-76859
Ministry Of Eggs,3.9,1K+ ratings,"Chinese, Indian",₹ 300 for two person,"G 22-23 Safal Square, UM road, Vesu, Surat",https://www.swiggy.com/restaurants/ministry-of-eggs-safal-square-vesu-piplod-surat-69992
Khichdi Tales,4.3,100+ ratings,"Indian, North Indian",₹ 200 for two person,"""""""11, First Floor, Safal Square, Near Vesu Char Rasta, Udhana - Magdalla Rd, Udhna, Surat, Gujarat 395007""""""",https://www.swiggy.com/restaurants/khichdi-tales-safal-square-piplod-surat-537797
1441 Pizzeria,3.6,100+ ratings,"Italian, Pizzas",₹ 600 for two person,F 1 2 3 4 5 Aagam Vivianna opp Florence Residency Vesu Surat Gujarat 395007,https://www.swiggy.com/restaurants/1441-pizzeria-vesu-surat-370682
Mehfil Biryani by Zakir Khan,3.7,100+ ratings,"Biryani, Mughlai",₹ 600 for two person,"""""""Safal Sqaure shop No. 11, First Floor, Udhna Magdlla road, Nr. Vebu Char rasta, Rundh, Surat., Surat Municipal Corporation, Gujarat-395007""""""",https://www.swiggy.com/restaurants/mehfil-biryani-by-zakir-khan-piplod-vesu-surat-502266
Cafe Beats Arena,--,Too Few Ratings,"Fast Food, Desserts",₹ 550 for two person,"PLOT NO. 31, 32, 33, BHARAT Co. Op. Hou. Soc., LTD., B/HSAI BABA TEMPLE, VALENTINE CINEVISION, RUNDH, SURAT, GUJARAT - 395007",https://www.swiggy.com/restaurants/cafe-beats-arena-piplod-surat-501841
Madras Dhosa Center,4.1,500+ ratings,South Indian,₹ 200 for two person,"A/16-17,B/16-17,GF. AAGAM VIVIANNA OPP.PHEONIX  TOWER, VESU, SURAT",https://www.swiggy.com/restaurants/madras-dhosa-center-aagam-vivianna-vesu-surat-233403
Bean it Cafe,--,Too Few Ratings,"Beverages, Italian-American",₹ 200 for two person,"G 26,27 SAFAL SQUARE,UDHNA MAGDALLA ROAD, VESU, Surat, 395007",https://www.swiggy.com/restaurants/bean-it-cafe-piplod-surat-542972
Indian Chicken Express,4.0,20+ ratings,Indian,₹ 200 for two person,"SHOP NO 5,SAFAL SQUARE,OPP PRIME,SHOPPERS,UDHNA MAGDALLA ROAD, Surat,Municipal Corporation, Gujarat-395007.",https://www.swiggy.com/restaurants/indian-chicken-express-vesu-safal-square-vesu-surat-418484
Pojo's Kitchen,3.8,100+ ratings,"Pastas, Chinese",₹ 400 for two person,"E-203,Aagam vivviana, opp phoenix tower, vesu, surat",https://www.swiggy.com/restaurants/pojos-kitchen-vesu-surat-87269
Banke Bihari Sweets,3.9,50+ ratings,Sweets,₹ 300 for two person,"A1,A2,A3 ground floor aagam vivianna",https://www.swiggy.com/restaurants/banke-bihari-sweets-piplod-vesu-surat-306971
Kurtosshhh,4.1,50+ ratings,Fast Food,₹ 350 for two person,"Shop No - 46, Prime Shoppers Ground Floor, Surat, Gujarat 395002",https://www.swiggy.com/restaurants/kurtosshhh-vesu-surat-217899
Maharaja Palace Restaurant,--,Too Few Ratings,"North Indian, Italian",₹ 500 for two person,"SHOP NO.C/201,C/301,AAGAM VIVIANNA,OPP.PHOENIX TOWER,VESU,SURAT,GUJARAT-395007",https://www.swiggy.com/restaurants/maharaja-palace-restaurant-piplod-surat-542328
The Seasoning Spoon,--,Too Few Ratings,"Continental, Pizzas",₹ 350 for two person,"Ground Floor-26, Prime Shoppers Opp. Safal Square, Udhna, Magadlla Road, Vesu, Surat, Gujarat 395007, India",https://www.swiggy.com/restaurants/the-seasoning-spoon-vesu-piplod-surat-421671
Kessel Tee,--,Too Few Ratings,"Snacks, Beverages",₹ 200 for two person,G 15 PRIME SHOPPERS VESU surat Opposite - Happy RESIDENCY surat - 395007,https://www.swiggy.com/restaurants/kessel-tee-vesu-surat-397060
The Fries Co.,3.7,500+ ratings,"Fast Food, Snacks",₹ 200 for two person,"25, Prime Shoppers, Opposite Safal Square, Udhna Magdalla Road, Vesu, Surat",https://www.swiggy.com/restaurants/the-fries-co-prime-shoppers-vesu-surat-65809
Kenny'S Kitchen,--,Too Few Ratings,"Pizzas, Chinese",₹ 200 for two person,"G-2, AMBROSSIA BUSINESS HUB, VIP ROAD,SURAT- 395007",https://www.swiggy.com/restaurants/kennys-kitchen-vesu-piplod-surat-393159
Chai Sutta Bar,--,Too Few Ratings,"Beverages, Fast Food",₹ 300 for two person,"G-13 GREEN SIGNATURE SHOPPERS NEAR PRIME SHOPPERS VESU, Surat",https://www.swiggy.com/restaurants/chai-sutta-bar-piplod-surat-557268
Kinaara - The Cafe,4.0,1K+ ratings,"Pastas, Chinese",₹ 400 for two person,"Dumas Road, Opposite Ryan International School, Near Shotts, Piplod, Surat",https://www.swiggy.com/restaurants/kinaara-the-cafe-piplod-new-magdalla-surat-87270
The Green Kitchen,4.3,100+ ratings,Indian,₹ 500 for two person,"G-5, LUXURIA TRADE HUB, VESU SURAT",https://www.swiggy.com/restaurants/the-green-kitchen-luxuria-dumas-road-new-magdalla-surat-157690
Iconic Food Victory,--,Too Few Ratings,"Chinese, North Indian",₹ 300 for two person,near high touch avnue vesu makdala road ,https://www.swiggy.com/restaurants/iconic-food-victory-vesu-piplod-surat-381318
Streat,--,Too Few Ratings,"Pizzas, Pastas",₹ 300 for two person,"F.P.NO.29, VIRTUOUS RETAIL, SURAT-DUMAS ROAD, RUNDH, MAGDALLA, SURAT",https://www.swiggy.com/restaurants/streat-piplod-new-magdalla-surat-353394
Lalaji Ke Amritsari Kulche,4.2,50+ ratings,North Indian,₹ 150 for two person,"G-7 TIRANGA HEIGHTS UDHNA MAGDALLA ROAD SURAT CITY, GUJARAT SURAT, Surat City, Surat Municipal Corporation, , Gujarat, 395003",https://www.swiggy.com/restaurants/lalaji-ke-amritsari-kulche-vesu-surat-403006
Cookie Man,4.1,50+ ratings,"Desserts, Ice Cream",₹ 140 for two person,"Ground Floor, Virtuous Retail Surat,VR Surat FP No 29,Near Dumas Resort Surat 395007",https://www.swiggy.com/restaurants/cookie-man-magdalla-new-magdalla-surat-100185
Kulchas And More,3.4,20+ ratings,North Indian,₹ 400 for two person,"floor-3, Food court, vrmall, surat",https://www.swiggy.com/restaurants/kulchas-and-more-food-court-vr-mall-piplod-surat-106022
Smoodies,--,Too Few Ratings,"Healthy Food, Pizzas",₹ 270 for two person,"FF 15 AGAM CROSS RD A C MARKET OPP STAR GALAXY NR SHRUNGAR RESI VESU ABHAVA RD , Surat City, Surat, Gujarat, 395007",https://www.swiggy.com/restaurants/smoodies-opp-star-galaxy-nr-shrungar-resi-vesu-abhava-rd-surat-661157
The Fruit Tree,--,Too Few Ratings,"Punjabi, Snacks",₹ 300 for two person,"Third Floor, Food Court, VR Mall, Dumas, Surat, Magdalla, Surat",https://www.swiggy.com/restaurants/the-fruit-tree-food-court-vr-mall-new-magdalla-surat-66151
Mummy Meals,4.2,500+ ratings,"North Indian, Home Food",₹ 200 for two person,"C-303,SUNSHINE RESIDENCY,OPP.GAIL COLONY,PIPLOD,SURAT",https://www.swiggy.com/restaurants/mummy-meals-opp-gail-colony-vesu-surat-164230
